ticket_id,created_at,category,priority,queue
TCK-20250330-007301,2025-03-30 11:30:01,Email,P2,ServiceDesk-N2
TCK-20250330-007302,2025-03-30 12:02:59,Software,P4,ServiceDesk-N2
TCK-20250330-007303,2025-03-30 11:41:22,Impressão,P2,ServiceDesk-N2
TCK-20250330-007304,2025-03-30 11:32:02,Rede/Internet,P4,ServiceDesk-N2
TCK-20250330-007305,2025-03-30 13:18:31,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250330-007306,2025-03-30 15:49:32,Rede/Internet,P4,ServiceDesk-N1
TCK-20250330-007307,2025-03-30 12:04:50,Impressão,P4,ServiceDesk-N2
TCK-20250330-007308,2025-03-30 10:11:16,VPN/Conectividade,P3,ServiceDesk-N2
TCK-20250331-007309,2025-03-31 09:42:38,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250331-007310,2025-03-31 15:22:13,Software,P2,ServiceDesk-N1
TCK-20250331-007311,2025-03-31 11:57:46,Software,P3,ServiceDesk-N2
TCK-20250331-007312,2025-03-31 20:26:31,Software,P3,ServiceDesk-N1
TCK-20250331-007313,2025-03-31 16:07:47,Email,P3,ServiceDesk-N1
TCK-20250331-007314,2025-03-31 13:28:13,Acesso/Conta,P3,Infra
TCK-20250331-007315,2025-03-31 11:25:26,Rede/Internet,P2,ServiceDesk-N1
TCK-20250331-007316,2025-03-31 12:57:01,VPN/Conectividade,P3,ServiceDesk-N1
TCK-20250331-007317,2025-03-31 09:35:06,Email,P4,ServiceDesk-N1
TCK-20250331-007318,2025-03-31 10:16:59,Email,P1,ServiceDesk-N1
TCK-20250331-007319,2025-03-31 13:22:14,Email,P4,ServiceDesk-N1
TCK-20250331-007320,2025-03-31 14:32:28,Email,P3,ServiceDesk-N1
TCK-20250331-007321,2025-03-31 13:22:59,Hardware,P3,ServiceDesk-N1
TCK-20250331-007322,2025-03-31 06:19:31,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20250331-007323,2025-03-31 09:50:28,Acesso/Conta,P2,ServiceDesk-N2
TCK-20250331-007324,2025-03-31 11:05:48,Email,P4,Infra
TCK-20250331-007325,2025-03-31 15:24:52,Acesso/Conta,P3,ServiceDesk-N2
TCK-20250331-007326,2025-03-31 13:28:05,Rede/Internet,P4,Field
TCK-20250331-007327,2025-03-31 12:11:27,VPN/Conectividade,P2,ServiceDesk-N2
TCK-20250331-007328,2025-03-31 14:32:47,Software,P3,ServiceDesk-N2
TCK-20250331-007329,2025-03-31 12:23:16,Acesso/Conta,P3,ServiceDesk-N1
TCK-20250331-007330,2025-03-31 10:56:07,Telefonia,P2,ServiceDesk-N2
TCK-20250331-007331,2025-03-31 10:32:31,Telefonia,P4,ServiceDesk-N2
TCK-20250331-007332,2025-03-31 12:51:35,Telefonia,P4,ServiceDesk-N1
TCK-20250331-007333,2025-03-31 17:19:57,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250331-007334,2025-03-31 10:45:51,Hardware,P3,ServiceDesk-N1
TCK-20250331-007335,2025-03-31 07:57:17,Acesso/Conta,P4,ServiceDesk-N2
TCK-20250331-007336,2025-03-31 15:12:22,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20250331-007337,2025-03-31 10:09:52,Rede/Internet,P3,Field
TCK-20250331-007338,2025-03-31 15:13:34,VPN/Conectividade,P4,ServiceDesk-N2
TCK-20250331-007339,2025-03-31 09:36:42,Email,P2,Field
TCK-20250331-007340,2025-03-31 17:40:23,Impressão,P2,ServiceDesk-N1
TCK-20250331-007341,2025-03-31 08:32:40,Acesso/Conta,P2,ServiceDesk-N2
TCK-20250331-007342,2025-03-31 17:33:59,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250331-007343,2025-03-31 15:13:19,Acesso/Conta,P3,ServiceDesk-N2
TCK-20250331-007344,2025-03-31 14:13:31,Hardware,P4,ServiceDesk-N2
TCK-20250331-007345,2025-03-31 14:28:15,VPN/Conectividade,P2,ServiceDesk-N1
TCK-20250331-007346,2025-03-31 15:28:58,Impressão,P4,ServiceDesk-N1
TCK-20250331-007347,2025-03-31 08:50:32,Rede/Internet,P3,Field
TCK-20250331-007348,2025-03-31 08:48:24,Hardware,P4,ServiceDesk-N2
TCK-20250331-007349,2025-03-31 13:09:36,VPN/Conectividade,P3,ServiceDesk-N1
TCK-20250331-007350,2025-03-31 09:04:12,Email,P4,Field
TCK-20250331-007351,2025-03-31 16:46:48,Rede/Internet,P4,ServiceDesk-N1
TCK-20250331-007352,2025-03-31 18:52:38,Rede/Internet,P4,ServiceDesk-N2
TCK-20250331-007353,2025-03-31 13:57:28,Software,P4,ServiceDesk-N1
TCK-20250331-007354,2025-03-31 17:12:04,Email,P2,ServiceDesk-N2
TCK-20250331-007355,2025-03-31 13:28:38,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250331-007356,2025-03-31 14:13:35,Software,P4,ServiceDesk-N1
TCK-20250331-007357,2025-03-31 09:42:56,Impressão,P4,ServiceDesk-N1
TCK-20250331-007358,2025-03-31 08:25:17,Software,P4,ServiceDesk-N1
TCK-20250331-007359,2025-03-31 13:07:55,Software,P4,Field
TCK-20250331-007360,2025-03-31 13:47:58,Software,P2,Infra
TCK-20250331-007361,2025-03-31 15:49:56,Software,P4,ServiceDesk-N1
TCK-20250331-007362,2025-03-31 14:58:06,Email,P4,ServiceDesk-N2
TCK-20250331-007363,2025-03-31 15:05:01,Software,P3,ServiceDesk-N1
TCK-20250331-007364,2025-03-31 09:26:54,VPN/Conectividade,P3,ServiceDesk-N1
TCK-20250331-007365,2025-03-31 12:09:26,Rede/Internet,P3,ServiceDesk-N2
TCK-20250331-007366,2025-03-31 13:19:55,Rede/Internet,P3,ServiceDesk-N2
TCK-20250331-007367,2025-03-31 17:21:06,Software,P3,ServiceDesk-N2
TCK-20250331-007368,2025-03-31 18:55:57,Email,P3,Infra
TCK-20250331-007369,2025-03-31 13:26:08,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250331-007370,2025-03-31 10:20:55,Hardware,P3,ServiceDesk-N1
TCK-20250331-007371,2025-03-31 13:08:45,Software,P4,ServiceDesk-N1
TCK-20250331-007372,2025-03-31 12:39:30,Software,P4,Infra
TCK-20250331-007373,2025-03-31 09:23:03,Rede/Internet,P4,ServiceDesk-N1
TCK-20250331-007374,2025-03-31 12:48:25,Software,P3,Infra
TCK-20250331-007375,2025-03-31 13:14:30,Rede/Internet,P4,ServiceDesk-N2
TCK-20250331-007376,2025-03-31 13:29:05,Rede/Internet,P3,ServiceDesk-N1
TCK-20250331-007377,2025-03-31 13:57:09,Acesso/Conta,P4,Field
TCK-20250331-007378,2025-03-31 13:47:42,Email,P4,ServiceDesk-N1
TCK-20250331-007379,2025-03-31 14:41:59,VPN/Conectividade,P4,Field
TCK-20250331-007380,2025-03-31 13:57:41,Hardware,P4,ServiceDesk-N1
TCK-20250331-007381,2025-03-31 11:14:10,Hardware,P4,Field
TCK-20250331-007382,2025-03-31 12:11:09,Software,P3,ServiceDesk-N1
TCK-20250331-007383,2025-03-31 09:11:49,Email,P4,ServiceDesk-N1
TCK-20250331-007384,2025-03-31 10:42:54,Software,P3,Infra
TCK-20250331-007385,2025-03-31 15:56:23,VPN/Conectividade,P3,ServiceDesk-N1
TCK-20250331-007386,2025-03-31 10:25:50,VPN/Conectividade,P3,ServiceDesk-N1
TCK-20250331-007387,2025-03-31 16:40:53,Telefonia,P4,Infra
TCK-20250331-007388,2025-03-31 14:48:27,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20250331-007389,2025-03-31 09:22:23,Rede/Internet,P3,ServiceDesk-N2
TCK-20250331-007390,2025-03-31 12:17:53,Rede/Internet,P4,ServiceDesk-N1
TCK-20250331-007391,2025-03-31 12:47:31,Impressão,P2,ServiceDesk-N2
TCK-20250331-007392,2025-03-31 13:03:46,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20250331-007393,2025-03-31 12:14:49,Email,P3,ServiceDesk-N1
TCK-20250331-007394,2025-03-31 12:18:12,VPN/Conectividade,P4,ServiceDesk-N2
TCK-20250331-007395,2025-03-31 11:16:01,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250331-007396,2025-03-31 09:05:56,Software,P4,Infra
TCK-20250331-007397,2025-03-31 13:54:59,Email,P1,ServiceDesk-N2
TCK-20250331-007398,2025-03-31 14:24:03,Software,P4,Infra
TCK-20250331-007399,2025-03-31 12:24:25,Telefonia,P4,ServiceDesk-N1
TCK-20250331-007400,2025-03-31 11:06:18,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250331-007401,2025-03-31 13:05:44,Hardware,P3,ServiceDesk-N1
TCK-20250331-007402,2025-03-31 13:20:29,Rede/Internet,P4,ServiceDesk-N1
TCK-20250331-007403,2025-03-31 16:36:23,Acesso/Conta,P4,Field
TCK-20250331-007404,2025-03-31 15:00:00,Rede/Internet,P3,ServiceDesk-N1
TCK-20250331-007405,2025-03-31 13:14:40,Email,P3,Infra
TCK-20250331-007406,2025-03-31 07:23:38,Email,P4,ServiceDesk-N1
TCK-20250331-007407,2025-03-31 11:15:41,Rede/Internet,P4,ServiceDesk-N1
TCK-20250331-007408,2025-03-31 14:59:33,Telefonia,P4,Infra
TCK-20250331-007409,2025-03-31 15:47:27,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250331-007410,2025-03-31 14:12:23,Rede/Internet,P4,ServiceDesk-N1
TCK-20250331-007411,2025-03-31 10:23:30,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250331-007412,2025-03-31 09:45:31,Rede/Internet,P3,ServiceDesk-N2
TCK-20250331-007413,2025-03-31 15:43:49,Email,P4,ServiceDesk-N1
TCK-20250331-007414,2025-03-31 09:33:29,Rede/Internet,P4,ServiceDesk-N2
TCK-20250331-007415,2025-03-31 15:51:45,Acesso/Conta,P3,ServiceDesk-N1
TCK-20250331-007416,2025-03-31 09:15:06,Hardware,P4,Field
TCK-20250331-007417,2025-03-31 13:10:46,VPN/Conectividade,P4,ServiceDesk-N2
TCK-20250331-007418,2025-03-31 13:32:19,Rede/Internet,P2,Infra
TCK-20250331-007419,2025-03-31 11:43:59,VPN/Conectividade,P4,ServiceDesk-N2
TCK-20250331-007420,2025-03-31 13:57:53,Rede/Internet,P4,ServiceDesk-N1
TCK-20250331-007421,2025-03-31 17:25:38,Email,P2,ServiceDesk-N1
TCK-20250331-007422,2025-03-31 10:03:34,Email,P3,ServiceDesk-N1
TCK-20250331-007423,2025-03-31 12:41:50,Acesso/Conta,P4,Field
TCK-20250331-007424,2025-03-31 19:05:29,Acesso/Conta,P4,ServiceDesk-N2
TCK-20250331-007425,2025-03-31 14:08:28,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20250331-007426,2025-03-31 13:33:40,Telefonia,P4,ServiceDesk-N1
TCK-20250331-007427,2025-03-31 20:30:37,Email,P2,ServiceDesk-N1
TCK-20250331-007428,2025-03-31 10:00:01,Acesso/Conta,P4,ServiceDesk-N2
TCK-20250331-007429,2025-03-31 10:20:18,Rede/Internet,P3,ServiceDesk-N2
TCK-20250331-007430,2025-03-31 09:45:57,Rede/Internet,P3,Infra
TCK-20250331-007431,2025-03-31 13:26:55,VPN/Conectividade,P4,ServiceDesk-N2
TCK-20250331-007432,2025-03-31 12:19:42,Impressão,P3,Field
TCK-20250331-007433,2025-03-31 12:20:56,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20250331-007434,2025-03-31 23:17:58,Impressão,P4,ServiceDesk-N1
TCK-20250331-007435,2025-03-31 15:57:56,VPN/Conectividade,P3,ServiceDesk-N2
TCK-20250331-007436,2025-03-31 09:27:58,Hardware,P4,ServiceDesk-N1
TCK-20250331-007437,2025-03-31 15:51:22,Acesso/Conta,P3,ServiceDesk-N2
TCK-20250331-007438,2025-03-31 06:15:17,Rede/Internet,P4,ServiceDesk-N1
TCK-20250331-007439,2025-03-31 17:18:27,VPN/Conectividade,P4,Infra
TCK-20250331-007440,2025-03-31 14:06:27,Impressão,P4,ServiceDesk-N2
TCK-20250331-007441,2025-03-31 13:20:41,Telefonia,P4,ServiceDesk-N2
TCK-20250331-007442,2025-03-31 13:13:30,Rede/Internet,P2,ServiceDesk-N1
TCK-20250331-007443,2025-03-31 13:41:27,Impressão,P3,ServiceDesk-N2
TCK-20250331-007444,2025-03-31 17:48:43,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250331-007445,2025-03-31 11:34:27,Software,P3,ServiceDesk-N1
TCK-20250331-007446,2025-03-31 09:47:24,Acesso/Conta,P3,ServiceDesk-N2
TCK-20250331-007447,2025-03-31 13:06:44,Software,P3,Infra
TCK-20250331-007448,2025-03-31 13:40:18,Hardware,P3,ServiceDesk-N1
TCK-20250331-007449,2025-03-31 12:41:53,Software,P3,ServiceDesk-N1
TCK-20250331-007450,2025-03-31 15:48:38,Hardware,P4,ServiceDesk-N1
TCK-20250331-007451,2025-03-31 13:23:53,VPN/Conectividade,P3,Field
TCK-20250331-007452,2025-03-31 11:30:51,Rede/Internet,P4,Infra
TCK-20250401-007453,2025-04-01 19:07:33,Email,P4,ServiceDesk-N1
TCK-20250401-007454,2025-04-01 13:28:17,Software,P3,ServiceDesk-N1
TCK-20250401-007455,2025-04-01 10:50:42,Rede/Internet,P4,ServiceDesk-N1
TCK-20250401-007456,2025-04-01 11:58:36,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250401-007457,2025-04-01 12:32:03,Email,P4,Field
TCK-20250401-007458,2025-04-01 10:38:40,Rede/Internet,P4,ServiceDesk-N1
TCK-20250401-007459,2025-04-01 12:22:55,VPN/Conectividade,P3,ServiceDesk-N2
TCK-20250401-007460,2025-04-01 12:59:57,Software,P2,ServiceDesk-N1
TCK-20250401-007461,2025-04-01 12:57:57,Software,P4,ServiceDesk-N1
TCK-20250401-007462,2025-04-01 09:47:47,Software,P4,ServiceDesk-N2
TCK-20250401-007463,2025-04-01 14:42:52,Acesso/Conta,P2,ServiceDesk-N1
TCK-20250401-007464,2025-04-01 13:08:56,Software,P3,Field
TCK-20250401-007465,2025-04-01 14:11:21,Email,P4,ServiceDesk-N1
TCK-20250401-007466,2025-04-01 20:52:44,Impressão,P4,Field
TCK-20250401-007467,2025-04-01 18:07:27,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250401-007468,2025-04-01 10:16:05,VPN/Conectividade,P3,ServiceDesk-N1
TCK-20250401-007469,2025-04-01 12:12:20,Software,P4,ServiceDesk-N1
TCK-20250401-007470,2025-04-01 11:16:11,Rede/Internet,P4,Field
TCK-20250401-007471,2025-04-01 12:16:11,Acesso/Conta,P3,Field
TCK-20250401-007472,2025-04-01 12:16:07,Email,P4,ServiceDesk-N1
TCK-20250401-007473,2025-04-01 12:21:03,Rede/Internet,P3,Infra
TCK-20250401-007474,2025-04-01 10:08:42,Rede/Internet,P3,ServiceDesk-N1
TCK-20250401-007475,2025-04-01 15:58:00,Rede/Internet,P3,ServiceDesk-N1
TCK-20250401-007476,2025-04-01 09:54:47,Software,P4,ServiceDesk-N2
TCK-20250401-007477,2025-04-01 17:25:18,Software,P4,ServiceDesk-N1
TCK-20250401-007478,2025-04-01 12:37:22,Hardware,P4,ServiceDesk-N2
TCK-20250401-007479,2025-04-01 19:50:57,Acesso/Conta,P3,ServiceDesk-N1
TCK-20250401-007480,2025-04-01 17:20:06,Acesso/Conta,P2,ServiceDesk-N1
TCK-20250401-007481,2025-04-01 12:01:30,Email,P4,ServiceDesk-N2
TCK-20250401-007482,2025-04-01 12:02:11,Rede/Internet,P4,ServiceDesk-N1
TCK-20250401-007483,2025-04-01 18:52:18,Impressão,P2,ServiceDesk-N1
TCK-20250401-007484,2025-04-01 11:08:52,Impressão,P4,Field
TCK-20250401-007485,2025-04-01 16:50:15,Hardware,P4,ServiceDesk-N2
TCK-20250401-007486,2025-04-01 10:51:30,Acesso/Conta,P3,ServiceDesk-N2
TCK-20250401-007487,2025-04-01 11:53:53,Acesso/Conta,P4,Infra
TCK-20250401-007488,2025-04-01 12:22:35,Rede/Internet,P2,ServiceDesk-N1
TCK-20250401-007489,2025-04-01 11:07:27,Telefonia,P3,ServiceDesk-N1
TCK-20250401-007490,2025-04-01 11:24:41,Acesso/Conta,P4,Infra
TCK-20250401-007491,2025-04-01 10:23:06,Software,P4,ServiceDesk-N1
TCK-20250401-007492,2025-04-01 11:34:19,VPN/Conectividade,P3,ServiceDesk-N1
TCK-20250401-007493,2025-04-01 13:00:12,Hardware,P4,ServiceDesk-N2
TCK-20250401-007494,2025-04-01 10:56:47,Telefonia,P4,ServiceDesk-N1
TCK-20250401-007495,2025-04-01 13:42:16,Software,P4,ServiceDesk-N1
TCK-20250401-007496,2025-04-01 09:23:20,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20250401-007497,2025-04-01 13:58:14,Rede/Internet,P4,Infra
TCK-20250401-007498,2025-04-01 12:33:08,Rede/Internet,P2,ServiceDesk-N1
TCK-20250401-007499,2025-04-01 14:32:01,Software,P3,ServiceDesk-N1
TCK-20250401-007500,2025-04-01 13:47:14,Hardware,P4,ServiceDesk-N2
TCK-20250401-007501,2025-04-01 17:17:31,Hardware,P1,ServiceDesk-N2
TCK-20250401-007502,2025-04-01 17:21:32,Hardware,P4,ServiceDesk-N1
TCK-20250401-007503,2025-04-01 16:18:06,Email,P3,Infra
TCK-20250401-007504,2025-04-01 12:13:47,Acesso/Conta,P3,ServiceDesk-N1
TCK-20250401-007505,2025-04-01 07:03:41,Rede/Internet,P3,ServiceDesk-N1
TCK-20250401-007506,2025-04-01 16:57:14,Acesso/Conta,P3,Infra
TCK-20250401-007507,2025-04-01 12:06:37,Email,P3,ServiceDesk-N1
TCK-20250401-007508,2025-04-01 08:15:31,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20250401-007509,2025-04-01 12:31:39,Acesso/Conta,P4,ServiceDesk-N2
TCK-20250401-007510,2025-04-01 11:13:31,Software,P3,ServiceDesk-N1
TCK-20250401-007511,2025-04-01 16:08:56,Acesso/Conta,P4,Infra
TCK-20250401-007512,2025-04-01 15:23:33,Acesso/Conta,P4,ServiceDesk-N2
TCK-20250401-007513,2025-04-01 08:28:44,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20250401-007514,2025-04-01 16:59:30,VPN/Conectividade,P4,ServiceDesk-N2
TCK-20250401-007515,2025-04-01 10:21:53,Acesso/Conta,P3,ServiceDesk-N1
TCK-20250401-007516,2025-04-01 17:45:57,VPN/Conectividade,P3,Infra
TCK-20250401-007517,2025-04-01 11:01:52,Hardware,P4,Field
TCK-20250401-007518,2025-04-01 11:46:02,Software,P4,ServiceDesk-N2
TCK-20250401-007519,2025-04-01 13:14:20,Software,P3,ServiceDesk-N1
TCK-20250401-007520,2025-04-01 12:34:06,Software,P3,ServiceDesk-N2
TCK-20250401-007521,2025-04-01 15:51:59,Impressão,P4,ServiceDesk-N1
TCK-20250401-007522,2025-04-01 09:45:28,Rede/Internet,P3,ServiceDesk-N2
TCK-20250401-007523,2025-04-01 14:28:16,VPN/Conectividade,P4,Infra
TCK-20250401-007524,2025-04-01 07:16:03,Rede/Internet,P3,Infra
TCK-20250401-007525,2025-04-01 19:59:44,Software,P4,ServiceDesk-N2
TCK-20250401-007526,2025-04-01 11:17:00,Software,P4,ServiceDesk-N1
TCK-20250401-007527,2025-04-01 10:20:38,Impressão,P3,ServiceDesk-N1
TCK-20250401-007528,2025-04-01 15:01:04,VPN/Conectividade,P4,ServiceDesk-N2
TCK-20250401-007529,2025-04-01 12:47:40,Hardware,P4,ServiceDesk-N1
TCK-20250401-007530,2025-04-01 13:36:04,Rede/Internet,P3,ServiceDesk-N1
TCK-20250401-007531,2025-04-01 10:16:00,Rede/Internet,P4,Field
TCK-20250401-007532,2025-04-01 14:02:01,VPN/Conectividade,P4,Field
TCK-20250401-007533,2025-04-01 12:33:50,VPN/Conectividade,P3,ServiceDesk-N1
TCK-20250401-007534,2025-04-01 16:28:22,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250401-007535,2025-04-01 16:09:55,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20250401-007536,2025-04-01 10:27:03,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250401-007537,2025-04-01 10:05:05,Rede/Internet,P4,ServiceDesk-N2
TCK-20250401-007538,2025-04-01 13:06:50,Telefonia,P4,ServiceDesk-N2
TCK-20250401-007539,2025-04-01 10:07:23,Software,P3,ServiceDesk-N1
TCK-20250401-007540,2025-04-01 15:06:21,Rede/Internet,P4,Field
TCK-20250401-007541,2025-04-01 16:16:04,Software,P3,ServiceDesk-N1
TCK-20250401-007542,2025-04-01 08:51:30,Rede/Internet,P1,ServiceDesk-N2
TCK-20250401-007543,2025-04-01 16:53:52,Acesso/Conta,P4,Infra
TCK-20250401-007544,2025-04-01 09:14:49,Telefonia,P3,ServiceDesk-N1
TCK-20250401-007545,2025-04-01 09:10:23,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20250401-007546,2025-04-01 13:16:58,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20250401-007547,2025-04-01 08:32:38,Rede/Internet,P4,ServiceDesk-N2
TCK-20250401-007548,2025-04-01 18:05:42,Software,P4,Field
TCK-20250401-007549,2025-04-01 14:51:50,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20250401-007550,2025-04-01 13:47:43,Software,P3,Infra
TCK-20250401-007551,2025-04-01 09:49:37,Hardware,P3,Infra
TCK-20250401-007552,2025-04-01 10:05:45,Rede/Internet,P2,ServiceDesk-N1
TCK-20250401-007553,2025-04-01 06:19:01,Rede/Internet,P3,ServiceDesk-N1
TCK-20250401-007554,2025-04-01 11:21:54,Impressão,P4,Field
TCK-20250401-007555,2025-04-01 13:37:09,Software,P4,ServiceDesk-N2
TCK-20250401-007556,2025-04-01 20:51:32,Hardware,P4,Infra
TCK-20250401-007557,2025-04-01 13:42:40,Software,P4,ServiceDesk-N2
TCK-20250401-007558,2025-04-01 09:54:36,Hardware,P4,ServiceDesk-N1
TCK-20250401-007559,2025-04-01 11:09:22,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250401-007560,2025-04-01 15:07:27,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250401-007561,2025-04-01 07:27:27,Software,P4,ServiceDesk-N1
TCK-20250401-007562,2025-04-01 14:39:05,Software,P3,Field
TCK-20250401-007563,2025-04-01 15:08:21,Software,P3,ServiceDesk-N1
TCK-20250401-007564,2025-04-01 17:28:27,Rede/Internet,P4,Infra
TCK-20250401-007565,2025-04-01 18:26:48,Rede/Internet,P4,ServiceDesk-N1
TCK-20250401-007566,2025-04-01 13:40:23,Rede/Internet,P4,ServiceDesk-N2
TCK-20250401-007567,2025-04-01 14:41:42,Telefonia,P4,ServiceDesk-N1
TCK-20250401-007568,2025-04-01 08:19:54,VPN/Conectividade,P4,Infra
TCK-20250401-007569,2025-04-01 21:17:02,Email,P4,Field
TCK-20250401-007570,2025-04-01 08:59:03,Acesso/Conta,P4,Infra
TCK-20250401-007571,2025-04-01 14:23:18,VPN/Conectividade,P4,ServiceDesk-N2
TCK-20250401-007572,2025-04-01 13:50:39,Software,P2,ServiceDesk-N1
TCK-20250401-007573,2025-04-01 13:24:40,VPN/Conectividade,P4,Infra
TCK-20250401-007574,2025-04-01 11:59:47,Software,P4,ServiceDesk-N2
TCK-20250401-007575,2025-04-01 11:24:53,Rede/Internet,P3,ServiceDesk-N1
TCK-20250402-007576,2025-04-02 08:11:00,Impressão,P1,ServiceDesk-N1
TCK-20250402-007577,2025-04-02 10:13:49,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250402-007578,2025-04-02 11:46:30,Acesso/Conta,P3,ServiceDesk-N2
TCK-20250402-007579,2025-04-02 14:20:43,Hardware,P3,ServiceDesk-N1
TCK-20250402-007580,2025-04-02 15:45:35,Software,P4,Infra
TCK-20250402-007581,2025-04-02 16:27:52,Email,P4,Infra
TCK-20250402-007582,2025-04-02 18:51:39,Software,P3,ServiceDesk-N1
TCK-20250402-007583,2025-04-02 08:19:16,Software,P3,ServiceDesk-N2
TCK-20250402-007584,2025-04-02 13:52:51,Rede/Internet,P4,ServiceDesk-N1
TCK-20250402-007585,2025-04-02 16:53:25,Telefonia,P4,ServiceDesk-N1
TCK-20250402-007586,2025-04-02 14:31:55,Telefonia,P3,ServiceDesk-N1
TCK-20250402-007587,2025-04-02 12:18:36,Rede/Internet,P3,ServiceDesk-N1
TCK-20250402-007588,2025-04-02 14:43:27,Software,P4,Field
TCK-20250402-007589,2025-04-02 11:38:11,Email,P4,ServiceDesk-N2
TCK-20250402-007590,2025-04-02 13:22:27,Software,P4,ServiceDesk-N1
TCK-20250402-007591,2025-04-02 10:30:42,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250402-007592,2025-04-02 12:48:54,Impressão,P3,ServiceDesk-N1
TCK-20250402-007593,2025-04-02 17:30:19,VPN/Conectividade,P3,ServiceDesk-N1
TCK-20250402-007594,2025-04-02 18:55:45,Acesso/Conta,P3,ServiceDesk-N2
TCK-20250402-007595,2025-04-02 13:44:24,Software,P3,Infra
TCK-20250402-007596,2025-04-02 13:39:07,Acesso/Conta,P3,ServiceDesk-N1
TCK-20250402-007597,2025-04-02 10:02:15,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250402-007598,2025-04-02 19:29:38,Rede/Internet,P4,Infra
TCK-20250402-007599,2025-04-02 11:05:41,Acesso/Conta,P3,Field
TCK-20250402-007600,2025-04-02 12:36:52,Rede/Internet,P1,Infra
TCK-20250402-007601,2025-04-02 10:27:43,Email,P3,ServiceDesk-N1
TCK-20250402-007602,2025-04-02 11:36:59,VPN/Conectividade,P4,ServiceDesk-N2
TCK-20250402-007603,2025-04-02 12:55:43,Impressão,P1,Field
TCK-20250402-007604,2025-04-02 10:33:32,VPN/Conectividade,P4,ServiceDesk-N2
TCK-20250402-007605,2025-04-02 13:40:49,Email,P3,ServiceDesk-N1
TCK-20250402-007606,2025-04-02 17:46:11,Rede/Internet,P4,ServiceDesk-N1
TCK-20250402-007607,2025-04-02 15:36:13,Telefonia,P4,ServiceDesk-N1
TCK-20250402-007608,2025-04-02 03:53:21,Email,P4,ServiceDesk-N1
TCK-20250402-007609,2025-04-02 11:53:41,Software,P3,ServiceDesk-N2
TCK-20250402-007610,2025-04-02 11:15:44,Hardware,P4,ServiceDesk-N1
TCK-20250402-007611,2025-04-02 08:37:56,VPN/Conectividade,P4,ServiceDesk-N2
TCK-20250402-007612,2025-04-02 14:36:53,VPN/Conectividade,P3,ServiceDesk-N2
TCK-20250402-007613,2025-04-02 17:28:10,Hardware,P4,ServiceDesk-N1
TCK-20250402-007614,2025-04-02 06:34:24,Rede/Internet,P4,ServiceDesk-N1
TCK-20250402-007615,2025-04-02 08:54:50,Acesso/Conta,P4,ServiceDesk-N2
TCK-20250402-007616,2025-04-02 14:50:24,VPN/Conectividade,P3,ServiceDesk-N1
TCK-20250402-007617,2025-04-02 12:04:42,Hardware,P4,ServiceDesk-N1
TCK-20250402-007618,2025-04-02 09:16:04,Impressão,P4,ServiceDesk-N2
TCK-20250402-007619,2025-04-02 11:49:51,VPN/Conectividade,P3,ServiceDesk-N1
TCK-20250402-007620,2025-04-02 12:03:59,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20250402-007621,2025-04-02 16:14:51,Email,P4,ServiceDesk-N1
TCK-20250402-007622,2025-04-02 15:23:13,Rede/Internet,P3,ServiceDesk-N1
TCK-20250402-007623,2025-04-02 15:19:23,Email,P3,Infra
TCK-20250402-007624,2025-04-02 14:05:52,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20250402-007625,2025-04-02 12:42:44,Hardware,P3,ServiceDesk-N1
TCK-20250402-007626,2025-04-02 11:28:23,Email,P4,ServiceDesk-N1
